,est,se
0,0.7705972171260783,0.07129563
1,0.42289618014554586,0.06861198
2,0.5801661013473517,0.06859458
3,0.850167012311566,0.04869747
4,0.8536443246598485,0.048499968
5,0.8366172662939008,0.04906488
6,0.5685676233983631,0.068201765
7,0.7218420163120596,0.07455404
8,0.6639038595859583,0.07682058
9,0.40285769606810656,0.08734986
10,0.8178365615597791,0.07520421
11,0.6600852863061321,0.07432851
12,0.2738939859999621,0.03539246
13,0.2679693408273321,0.034788076
14,0.2967494625030919,0.036189884
15,0.6734083591507465,0.07376031
16,0.47562167747091244,0.08938963
17,0.5559092584342701,0.08894351
18,0.45850885683588755,0.06346389
19,0.4705347270058473,0.08623081
20,0.2829846383141439,0.071470894
