,est,se
0,0.75794154,0.0
1,0.62009525,0.0
2,0.6415679,0.0
3,0.5572514,0.0
4,0.7354741,0.0
5,0.35287556,0.0
6,0.50751203,0.0
7,0.5952149,0.0
8,0.47828704,0.0
9,0.70812786,0.0
10,1.1399301,0.0
11,1.0314069,0.0
12,0.9722218,0.0
13,0.53582674,0.0
14,1.2728626,0.0
15,0.93955374,0.0
16,1.0426759,0.0
17,1.0814859,0.0
18,0.9933232,0.0
19,1.1457231,0.0
20,1.3304021,0.0
21,1.0682608,0.0
22,0.8920529,0.0
23,1.3308637,0.0
24,0.9764231,0.0
25,0.707808,0.0
26,0.78232384,0.0
27,0.9226202,0.0
28,0.8859287,0.0
29,1.0495839,0.0
30,1.1610205,0.0
31,0.7771727,0.0
32,1.1249417,0.0
33,0.90219283,0.0
34,0.7387782,0.0
35,0.72660714,0.0
36,0.8802044,0.0
37,0.70428306,0.0
38,1.0365592,0.0
39,0.85028577,0.0
40,0.9838324,0.0
41,1.0879155,0.0
42,1.1029685,0.0
43,0.7853277,0.0
44,0.8112812,0.0
45,1.0959598,0.0
46,0.842986,0.0
47,0.9625017,0.0
48,0.96155447,0.0
49,1.1126486,0.0
50,0.9446409,0.0
51,1.1516361,0.0
52,0.70075095,0.0
53,0.9501663,0.0
54,1.4530381,0.0
55,0.9679011,0.0
56,0.79305327,0.0
57,0.7765995,0.0
58,0.70293283,0.0
59,0.53567487,0.0
60,1.022733,0.0
61,0.8728177,0.0
62,1.2270564,0.0
63,0.7654894,0.0
64,0.76277417,0.0
65,1.072576,0.0
66,0.7375414,0.0
67,0.8191498,0.0
68,0.9260722,0.0
69,0.9715679,0.0
70,0.81711906,0.0
71,0.6881716,0.0
72,0.8256123,0.0
73,1.1097828,0.0
74,0.8558253,0.0
75,0.9736538,0.0
76,0.8470795,0.0
77,0.70180225,0.0
78,0.6912737,0.0
79,1.426808,0.0
80,1.4322839,0.0
81,1.0835668,0.0
82,1.3531983,0.0
83,1.017846,0.0
84,0.77676016,0.0
85,0.9056397,0.0
86,0.7442325,0.0
87,1.0119426,0.0
88,0.81984895,0.0
89,0.7309803,0.0
90,1.0450974,0.0
91,0.63711786,0.0
92,0.73783946,0.0
93,0.9769297,0.0
94,1.1643214,0.0
95,1.0542473,0.0
96,0.9828997,0.0
97,0.863323,0.0
98,0.68259573,0.0
99,0.5694929,0.0
100,0.98620564,0.0
101,0.843313,0.0
102,1.6301773,0.0
103,0.67112094,0.0
104,0.7545356,0.0
105,0.79648244,0.0
106,0.6597491,0.0
107,0.82052666,0.0
108,1.1880779,0.0
109,1.1165488,0.0
110,1.4490205,0.0
111,1.4628679,0.0
112,0.16066757,0.0
113,0.3380461,0.0
114,0.64358765,0.0
115,0.2636515,0.0
116,0.31759426,0.0
117,0.029926427,0.0
118,0.6423656,0.0
119,0.3550482,0.0
120,0.5281982,0.0
121,0.00025219526,0.0
122,0.0002075521,0.0
123,-0.0023869642,0.0
124,0.0014362739,0.0
125,0.00093560945,0.0
126,0.0011113713,0.0
127,3.6885263e-05,0.0
128,-0.0007726775,0.0
129,0.00083230884,0.0
130,0.002212177,0.0
131,-0.00066656386,0.0
132,0.00021199111,0.0
133,0.00028902086,0.0
134,0.00078092207,0.0
135,-0.00032874403,0.0
136,-0.0009954865,0.0
137,0.004112721,0.0
138,-0.002986376,0.0
139,-0.00038480584,0.0
140,0.0012862076,0.0
141,-0.00034522155,0.0
142,0.00026363367,0.0
143,0.09514767,0.0
144,0.0010044408,0.0
145,-0.0010362453,0.0
146,-0.0031955738,0.0
147,-0.0010797709,0.0
148,0.0012647838,0.0
149,-0.0011031821,0.0
150,0.0011898945,0.0
151,0.00018019107,0.0
152,-0.0012788998,0.0
153,-0.00027606066,0.0
154,0.00023941787,0.0
155,-0.00013025265,0.0
156,-0.0015145085,0.0
157,-0.0022309227,0.0
158,-0.0018124232,0.0
159,0.00078943674,0.0
160,-0.00090194156,0.0
161,-0.0013535095,0.0
162,0.0014499053,0.0
163,-0.089684024,0.0
164,0.00068531075,0.0
165,-3.6448007e-05,0.0
166,0.00091727014,0.0
167,0.0003455105,0.0
168,0.0015605447,0.0
169,-0.0015049085,0.0
170,0.0016307042,0.0
171,0.0005290756,0.0
172,0.000297034,0.0
173,0.00026447093,0.0
174,0.00089475675,0.0
175,0.0009279448,0.0
176,-0.0010755889,0.0
177,-0.0036172576,0.0
178,0.0010346598,0.0
179,0.002042647,0.0
180,-0.0027207127,0.0
181,-0.0005307343,0.0
182,-0.0009586062,0.0
183,-0.00051913335,0.0
184,-0.00023200357,0.0
185,-0.00023226213,0.0
186,-0.00067191373,0.0
187,0.00072801794,0.0
188,7.446064e-05,0.0
189,-0.0012152911,0.0
190,0.0010776175,0.0
191,0.0020718025,0.0
192,-0.05441557,0.0
193,0.0067334916,0.0
194,-0.00213587,0.0
195,-0.00028760819,0.0
196,-0.0013625723,0.0
197,0.0013472079,0.0
198,0.0009536367,0.0
199,8.941878e-05,0.0
200,-0.00010018851,0.0
201,-0.0013992124,0.0
202,0.0021615843,0.0
203,0.00052559323,0.0
204,-7.1407994e-05,0.0
205,1.5770367e-05,0.0
206,-0.00022048794,0.0
207,-0.0003827822,0.0
208,0.00022724862,0.0
